6353435,141227,2,231339;231353,34163;34136
6501876,29571,0,,
6502163,67665,0,,
6502442,74494,0,,
6502469,19026,2,231299;231353,34149;34136
6502936,19053,6,231332;231345;231325;231355;244973;231338,34164;34112;34076;34170;34165;34174
6503320,96147,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6503596,3072,0,,
6504565,120686,0,,
6505427,137093,0,,
6505508,46308,2,231338;231353,34076;34136
6505779,129937,0,,
6505812,114230,0,,
6506484,10630,0,,
6506681,142733,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6506881,142736,0,,
6507169,121112,0,,
6507319,89723,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6508067,142731,0,,
6508199,15551,0,,
6508459,106371,6,231353;231332;231345;231355;244973;231365,34112;34170;34136;34165;34053;34174
6508948,23704,0,,
6509262,7109,0,,
6509392,40176,0,,
6509411,46350,1,233800,34153
6510118,32366,6,231332;231299;231345;231325;231355;244973,34149;34164;34112;34170;34165;34174
6510199,31422,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6511659,17702,6,231332;231345;231325;244973;231338;231365,34164;34112;34076;34170;34053;34174
6511825,142742,0,,
6511999,52036,0,,
6512410,57190,0,,
6512524,138148,0,,
6512626,3821,0,,
6512840,21735,1,272895,34179
6512965,141095,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6513392,117155,0,,
6513480,119012,0,,
6513587,58628,0,,
6513845,130888,5,231332;231345;231325;231355;244973,34164;34112;34170;34165;34174
6513973,18390,5,231332;231325;231355;231338;231365,34164;34112;34076;34165;34053
6514039,122056,5,231332;231299;231325;231338;231365,34149;34164;34112;34076;34053
6514270,122629,0,,
6514793,119572,6,231332;231299;231345;231325;231355;244973,34149;34164;34112;34170;34165;34174
6515403,52017,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6515424,47250,4,231332;231325;244973;231338,34164;34112;34076;34174
6515552,79224,0,,
6515764,103350,0,,
6515843,120930,0,,
6515948,128876,0,,
6516612,46646,0,,
6518625,38860,0,,
6519109,6365,0,,
6519162,66018,1,233800,34153
6519164,28665,0,,
6519226,142748,0,,
6519912,99780,0,,
6520366,59408,6,231332;231299;231345;231355;244973;231365,34149;34112;34170;34165;34053;34174
6521428,47395,0,,
6522491,17825,0,,
6522737,95840,0,,
6525056,4100,2,231299;231338,34149;34076
6525164,25835,0,,
6525800,94576,0,,
6525827,142758,6,231299;231345;231355;244973;231338;231365,34149;34076;34170;34165;34053;34174
6525917,72623,0,,
6526385,117185,6,231332;231345;231325;231355;244973;231338,34164;34112;34076;34170;34165;34174
6526524,130907,7,231332;231299;231345;231325;231355;231338;231365,34112;34149;34170;34164;34165;34076;34053
6526533,142759,7,231332;231299;231345;231325;231355;231338;231365,34112;34149;34170;34164;34165;34076;34053
6526599,60586,0,,
6527173,119560,0,,
6528597,142751,4,231332;244973;231338;231339,34112;34076;34163;34174
6528724,140576,0,,
6528865,83611,0,,
6529491,92646,2,231299;231353,34149;34136
6529605,34897,0,,
6529763,133037,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6529835,97477,0,,
6530063,124697,0,,
6530127,41734,0,,
6530538,142768,6,231353;231332;231345;231325;244973;231338,34164;34112;34076;34170;34136;34174
6531356,3768,0,,
6531550,61116,0,,
6531747,121781,2,231338;231353,34076;34136
6531873,124519,0,,
6532402,117250,4,231332;244973;231338;231339,34112;34076;34163;34174
6532525,64301,0,,
6532532,141807,1,231339,34163
6532980,25968,0,,
6533234,121262,0,,
6534911,142773,0,,
6535151,110271,0,,
6535543,60374,0,,
6535608,43942,0,,
6535649,125994,0,,
6536076,119710,0,,
6536208,40817,2,231338;231353,34076;34136
6536425,43396,1,233800,34153
6536937,142774,0,,
6537150,4440,0,,
6537622,134503,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6537657,120099,0,,
6537717,60346,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6537932,111324,0,,
6538097,117947,0,,
6538822,120374,0,,
6685772,142763,6,231353;231332;231325;231355;244973;231339,34164;34112;34163;34136;34165;34174
6539799,45759,0,,
6540205,60568,0,,
6540265,8778,0,,
6541109,61890,0,,
6541361,19605,0,,
6541652,27282,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6541707,140009,6,231332;231345;231325;231355;231338;231365,34164;34112;34076;34170;34165;34053
6541915,65781,0,,
6542060,81188,0,,
6542504,1802,0,,
6542544,79097,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6542746,63489,0,,
6542831,85676,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6542993,139838,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6543282,35539,0,,
6543357,35453,0,,
6543479,616,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6543519,72339,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6543769,135512,8,231353;231332;231345;231325;231355;244973;231365;231339,34136;34112;34170;34164;34165;34174;34053;34163
6544535,4456,0,,
6544604,3996,7,231353;231332;231345;231325;231355;244973;231338,34136;34112;34170;34164;34165;34174;34076
6544722,26961,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6544853,120675,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6546118,114296,4,231325;231332;231338;231365,34164;34112;34076;34053
6547110,32820,6,231332;231345;231325;231355;244973;231338,34164;34112;34076;34170;34165;34174
6547235,28223,0,,
6547730,113393,0,,
6547852,40822,0,,
6547900,26974,0,,
6547905,111812,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6548028,35369,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6548079,110135,0,,
6549177,133689,3,231299;231338;231339,34149;34076;34163
6549961,116859,0,,
6550002,120996,0,,
6550334,79319,0,,
6550362,104733,6,231332;231345;231325;231355;244973;231338,34164;34112;34076;34170;34165;34174
6550408,119524,7,231353;231332;231325;231355;244973;231338;231365,34136;34112;34164;34165;34174;34076;34053
6550550,133739,0,,
6550760,9954,2,231338;231353,34076;34136
6550940,7391,0,,
6551879,65740,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6552324,112600,0,,
6552584,40676,0,,
6552802,34123,0,,
6552914,120585,0,,
6554612,120195,0,,
6554636,120562,0,,
6555032,126616,8,231353;231332;231299;231345;231355;244973;231365;231339,34136;34112;34149;34170;34165;34174;34053;34163
6555785,122799,0,,
6556796,52956,8,231353;231332;231345;231325;231355;244973;231365;231339,34136;34112;34170;34164;34165;34174;34053;34163
6557250,63103,0,,
6557656,112137,0,,
6557989,114984,2,231338;231353,34076;34136
6559518,65335,2,231299;231353,34149;34136
6560256,38528,0,,
6560560,116366,2,231299;231353,34149;34136
6561420,39911,0,,
6564827,8646,0,,
6567985,105069,0,,
6568237,52047,0,,
6569197,18543,0,,
6570440,44528,0,,
6570757,116985,0,,
6572352,125344,6,231353;231332;231345;231355;244973;231339,34112;34163;34170;34136;34165;34174
6573573,61556,7,231353;231332;231345;231325;231355;244973;231338,34136;34112;34170;34164;34165;34174;34076
6573646,115157,6,231332;231299;231345;231355;244973;231338,34149;34112;34076;34170;34165;34174
6574125,63636,0,,
6575750,142816,0,,
6575812,24448,0,,
6575854,62980,0,,
6576360,27583,0,,
6577165,11560,8,231353;231299;231345;231325;231355;244973;231365;231339,34136;34149;34170;34164;34165;34174;34053;34163
6577423,66515,6,231332;231299;231345;231355;244973;231338,34149;34112;34076;34170;34165;34174
6577753,97679,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6577797,24619,6,231332;231345;231325;231355;244973;231338,34164;34112;34076;34170;34165;34174
6578295,118709,7,231353;231332;231345;231325;231355;244973;231365,34136;34112;34170;34164;34165;34174;34053
6578469,59519,0,,
6579750,142821,0,,
6580024,142813,0,,
6581161,15091,0,,
6581474,9056,0,,
6581490,113800,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6600760,142826,1,231355,34165
6582361,101942,0,,
6582427,8137,0,,
6582628,27558,0,,
6582666,104953,1,231338,34076
6582712,48188,0,,
6582736,9873,0,,
6582778,36389,2,231338;231339,34076;34163
6582785,134161,0,,
6582814,89758,0,,
6582820,91529,0,,
6582835,44671,0,,
6582840,51426,0,,
6582858,22128,0,,
6583052,61596,0,,
6583109,15414,0,,
6583119,42903,7,231299;231345;231325;231355;244973;231338;231365,34149;34170;34164;34165;34174;34076;34053
6583229,33592,0,,
6583253,60248,0,,
6583306,64818,1,233800,34153
6583428,30802,7,231299;231345;231325;231355;244973;231338;231365,34149;34170;34164;34165;34174;34076;34053
6583450,117721,0,,
6583470,141825,0,,
6583475,7546,0,,
6583479,44536,0,,
6583483,33493,0,,
6583489,64980,1,233800,34153
6583504,75223,0,,
6583539,28312,0,,
6583578,126122,0,,
6583579,114547,0,,
6583588,36360,0,,
6583597,33403,0,,
6583647,36425,0,,
6583658,74333,0,,
6583715,121441,0,,
6583741,23708,0,,
6583770,27447,0,,
6583775,13511,0,,
6583806,62220,1,233800,34153
6583822,5083,0,,
6583892,87551,1,233800,34153
6583942,64387,0,,
6583949,24019,0,,
6583981,97639,0,,
6583997,38105,0,,
6584001,11779,3,231299;231338;231339,34149;34076;34163
6584009,138873,0,,
6584034,43074,0,,
6584050,86994,0,,
6584059,73533,2,231338;231353,34076;34136
6584078,66572,3,231299;231338;231339,34149;34076;34163
6584088,127771,0,,
6584107,46871,1,233800,34153
6584108,121026,1,233800,34153
6584122,118376,6,231353;231332;231345;231355;244973;231365,34112;34170;34136;34165;34053;34174
6584126,104639,0,,
6584130,5569,7,231299;231345;231325;231355;244973;231338;231365,34149;34170;34164;34165;34174;34076;34053
6584146,62792,2,231299;231338,34149;34076
6584159,129957,0,,
6584179,60417,0,,
6584227,50439,0,,
6584237,106036,0,,
6584299,115238,0,,
6892390,26296,0,,
6584317,77083,0,,
6584328,14670,0,,
6584337,120779,0,,
6584381,97042,0,,
6584383,16681,0,,
6584428,46165,0,,
6584438,75228,0,,
6584445,4513,6,231332;231325;231355;244973;231338;231365,34164;34112;34076;34165;34053;34174
6584447,28928,3,231299;231338;231339,34149;34076;34163
6584460,45757,0,,
6584461,85109,0,,
6584471,114047,0,,
6584478,99201,0,,
6584539,28790,0,,
6584556,67499,0,,
6584591,80368,0,,
6584606,116686,0,,
6584615,57260,0,,
6584626,78617,0,,
6584638,39397,3,231299;231338;231339,34149;34076;34163
6584648,27710,0,,
6584652,89459,0,,
6584655,139544,0,,
6584668,3823,0,,
6584696,5382,0,,
6584700,114744,1,233800,34153
6584703,13438,0,,
6584705,7411,0,,
6584732,52736,7,231332;231299;231345;231355;244973;231338;231365,34112;34149;34170;34165;34174;34076;34053
6584742,61877,0,,
6584744,117141,0,,
6584798,24247,0,,
6584807,10265,0,,
6584812,71010,2,231299;231338,34149;34076
6584813,51679,7,231299;231345;231325;231355;244973;231338;231365,34149;34164;34076;34170;34165;34053;34174
6584820,38221,1,233800,34153
6584840,33085,0,,
6584864,14747,0,,
6698260,61319,0,,
6584923,18297,1,272895,34179
6584933,82756,0,,
6584959,126684,2,231299;231338,34149;34076
6584983,89439,0,,
6584987,10606,0,,
6585010,4363,7,231299;231345;231325;231355;244973;231338;231365,34149;34164;34076;34170;34165;34053;34174
6585014,80439,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6585029,92439,0,,
6585033,63841,0,,
6585036,22917,7,231332;231299;231325;231355;244973;231338;231365,34112;34149;34164;34165;34174;34076;34053
6585041,115940,0,,
6585073,110400,0,,
6585085,116385,0,,
6585090,50812,0,,
6585094,99060,1,233800,34153
6585095,79060,0,,
6585117,45098,0,,
6585128,97814,0,,
6585130,118169,0,,
6585146,15051,0,,
6585148,118268,0,,
6585155,7217,2,231299;231338,34149;34076
6585156,61409,3,231299;231338;231339,34149;34076;34163
6585159,46786,0,,
6585164,7062,0,,
6585170,1416,0,,
6585209,8893,6,231353;231332;231345;231325;231338;231365,34164;34112;34076;34170;34136;34053
6585211,9102,0,,
6585249,63276,0,,
6585261,190,2,231338;231339,34076;34163
6585268,74950,0,,
6585310,51849,0,,
6585321,2005,0,,
6585327,109560,0,,
6600760,142827,1,231355,34165
6585392,140546,7,231299;231345;231325;231355;244973;231338;231365,34149;34164;34076;34170;34165;34053;34174
6585397,60964,0,,
6585402,21935,0,,
6585450,14723,0,,
6585462,49243,0,,
6585471,121796,0,,
6585481,103075,0,,
6585491,101324,0,,
6585514,47939,0,,
6585536,31033,0,,
6585567,139778,2,231338;231353,34076;34136
6585582,50529,2,231338;231353,34076;34136
6585599,92197,3,231299;231338;231339,34149;34076;34163
6585604,54474,0,,
6585646,123712,1,233800,34153
6585669,4883,0,,
6585702,43604,0,,
6585726,110346,2,231338;231353,34076;34136
6585733,43349,0,,
6585740,121384,0,,
6585768,63009,0,,
6585827,142820,6,231332;231345;231325;231355;244973;231338,34164;34112;34076;34170;34165;34174
6585831,107235,0,,
6585867,57411,1,233800,34153
6585872,113232,0,,
6585880,18757,0,,
6585886,14574,0,,
6585893,7571,0,,
6585932,52835,3,231299;231338;231339,34149;34076;34163
6585947,118579,7,231332;231299;231325;231355;244973;231338;231365,34112;34149;34164;34165;34174;34076;34053
6585956,24453,6,231332;231345;231325;231355;244973;231338,34164;34112;34076;34170;34165;34174
6585975,121200,0,,
6585990,63882,0,,
6586016,131472,3,231299;231338;231339,34149;34076;34163
6586020,54570,0,,
6586023,37745,3,231299;231338;231339,34149;34076;34163
6586067,107797,0,,
6829896,32557,0,,
6586122,54944,2,231338;231353,34076;34136
6586147,95765,6,231332;231299;231345;231355;244973;231338,34149;34112;34076;34170;34165;34174
6586175,105744,0,,
6586197,74952,0,,
6586208,57507,7,231299;231345;231325;231355;244973;231338;231365,34149;34170;34164;34165;34174;34076;34053
6586228,32817,0,,
6586269,16958,0,,
6586283,63619,3,231299;231338;231339,34149;34076;34163
6586296,23068,0,,
6586306,27543,0,,
6586344,3856,0,,
6586414,39684,0,,
6586460,34754,0,,
6586466,131057,2,231338;231353,34076;34136
6586473,17264,0,,
6586632,113527,1,233800,34153
6586635,948,0,,
6586685,89976,0,,
6586686,44150,0,,
6586728,121464,5,231332;231325;231355;244973;231338,34164;34112;34076;34165;34174
6586768,32311,6,231332;231325;231355;244973;231338;231365,34164;34112;34076;34165;34053;34174
6586773,22211,1,231338,34076
6586793,33474,0,,
6586825,63628,6,231332;231345;231325;231355;244973;231338,34164;34112;34076;34170;34165;34174
6586842,6537,2,231338;231353,34076;34136
6586848,27472,0,,
6586875,125757,0,,
6586943,136124,0,,
6586950,60890,3,231299;231338;231339,34149;34076;34163
6586962,61487,1,233800,34153
6586968,78269,0,,
6587024,108469,0,,
6587033,18123,0,,
6587049,121369,0,,
6587071,51452,0,,
6775095,50575,0,,
6587130,65638,3,231299;231338;231339,34149;34076;34163
6587142,35543,0,,
6587144,70435,0,,
6587259,22086,1,233800,34153
6587287,19347,0,,
6587310,120031,1,233800,34153
6587365,120168,0,,
6587384,46173,0,,
6587419,129500,0,,
6587442,85485,0,,
6587458,42096,2,231338;231339,34076;34163
6587466,91883,0,,
6587542,73237,0,,
6587607,16211,0,,
6587617,61960,0,,
6587700,118338,1,233800,34153
6587704,120624,0,,
6587718,66338,0,,
6587719,142670,5,231353;231345;244973;231365;231339,34163;34170;34136;34053;34174
6587798,130310,7,231299;231345;231325;231355;244973;231338;231365,34149;34170;34164;34165;34174;34076;34053
6587802,61813,0,,
6587807,34163,0,,
6587825,37117,2,231338;231353,34076;34136
6587856,31516,2,231299;231338,34149;34076
6587867,116038,0,,
6587990,67837,0,,
6588032,46868,1,233800,34153
6588040,109879,1,233800,34153
6588065,8173,0,,
6588099,27666,2,231299;231338,34149;34076
6588104,34069,0,,
6588109,77832,0,,
6588110,103263,0,,
6588124,52938,7,231299;231345;231325;231355;244973;231338;231365,34149;34170;34164;34165;34174;34076;34053
6588142,51175,2,231299;231338,34149;34076
6588182,119261,1,233800,34153
6588208,61512,0,,
6588236,72302,1,233800,34153
6588244,10465,0,,
6588276,41765,0,,
6588279,32923,0,,
6588280,121817,1,233800,34153
6588314,61627,0,,
6588328,71257,1,233800,34153
6588356,113373,0,,
6588366,13527,0,,
6588452,33619,1,233800,34153
6588466,9642,0,,
6588550,51665,0,,
6588584,73808,0,,
6588588,115479,1,231338,34076
6588610,43090,0,,
6588622,46346,0,,
6588628,128481,0,,
6588636,27996,0,,
6588642,49302,1,233800,34153
6588649,21115,7,231299;231345;231325;231355;244973;231338;231365,34149;34170;34164;34165;34174;34076;34053
6588684,114802,3,231299;231338;231339,34149;34076;34163
6588693,90732,0,,
6588723,114556,0,,
6588746,38760,1,233800,34153
6588758,63105,0,,
6588778,122894,0,,
6588846,95882,2,231299;231338,34149;34076
6588959,124111,2,231299;231338,34149;34076
6588962,96488,0,,
6589100,54159,0,,
6589118,27689,0,,
6589156,83359,0,,
6589166,142836,7,231332;231299;231325;244973;231338;231365;231339,34112;34149;34164;34174;34076;34053;34163
6589197,88795,0,,
6589213,11172,0,,
6589246,121565,0,,
6589274,44171,0,,
6589289,67486,0,,
6589299,120339,0,,
6589321,28859,0,,
6589329,30250,0,,
6589333,10307,0,,
6589457,117696,0,,
6589463,36948,2,231338;231353,34076;34136
6589476,16845,0,,
6589480,3923,0,,
6589529,1692,1,233800,34153
6589541,1752,0,,
6589548,80137,0,,
6589683,134379,6,231353;231332;231325;231355;244973;231365,34164;34112;34136;34165;34053;34174
6589720,54332,0,,
6589804,64967,0,,
6589820,53787,3,231299;231338;231339,34149;34076;34163
6589867,115617,0,,
6589893,48130,1,231338,34076
6589904,2009,0,,
6589916,104584,0,,
6589928,125843,0,,
6589946,129627,0,,
6590082,39602,0,,
6590110,29261,0,,
6590121,5932,0,,
6590131,5409,0,,
6590164,112084,0,,
6590226,31440,0,,
6590239,64228,0,,
6590251,18963,7,231353;231332;231345;231325;231355;244973;231338,34136;34112;34170;34164;34165;34174;34076
6590302,7163,0,,
6590311,139952,7,231332;231345;231325;231355;244973;231365;231339,34112;34170;34164;34165;34174;34053;34163
6590313,121379,0,,
6590327,2353,0,,
6590381,57094,0,,
6590452,33531,0,,
6590560,32903,0,,
6590588,42269,7,231332;231345;231325;231355;244973;231365;231339,34112;34170;34164;34165;34174;34053;34163
6590653,29588,0,,
6590697,36555,0,,
6590730,15605,0,,
6590752,94545,0,,
6590774,270,0,,
6590779,11125,2,231299;231338,34149;34076
6590815,119550,0,,
6590836,43072,0,,
6590862,99742,0,,
6590911,36221,3,231299;231338;231339,34149;34076;34163
6590919,48333,0,,
6590934,108301,1,231338,34076
6591015,23049,1,233800,34153
6591052,57872,1,231338,34076
6591080,138645,2,231299;231338,34149;34076
6591124,117743,0,,
6591131,30039,0,,
6591206,53640,0,,
6591231,71854,1,233800,34153
6591329,104591,0,,
6591371,758,3,231299;231338;231339,34149;34076;34163
6591385,25599,0,,
6591389,10333,2,231299;231338,34149;34076
6591402,54124,0,,
6591552,76749,0,,
6591582,109704,7,231299;231345;231325;231355;244973;231338;231365,34149;34170;34164;34165;34174;34076;34053
6591590,95934,0,,
6591619,59954,0,,
6591682,19458,0,,
6591687,1054,1,233800,34153
6591689,82105,7,231299;231345;231325;231355;244973;231338;231365,34149;34164;34076;34170;34165;34053;34174
6591718,117594,0,,
6591952,45979,7,231299;231345;231325;231355;244973;231338;231365,34149;34164;34076;34170;34165;34053;34174
6591992,52249,0,,
6592030,65541,0,,
6592036,64463,0,,
6592107,88326,0,,
6592139,474,0,,
6592181,28167,0,,
6592194,34981,0,,
6592388,120760,3,231299;231338;231339,34149;34076;34163
6592438,112186,0,,
6592564,19301,1,233800,34153
6592588,18292,0,,
6592711,23798,0,,
6592756,53633,0,,
6592871,34926,0,,
6592886,121566,1,233800,34153
6592951,91879,0,,
6592964,133684,0,,
6593018,87652,0,,
6593042,62969,1,231338,34076
6593068,45265,7,231299;231345;231325;231355;244973;231338;231365,34149;34164;34076;34170;34165;34053;34174
6593104,4369,0,,
6593219,24894,0,,
6593222,122462,0,,
6593274,102317,1,233800,34153
6593328,7769,0,,
6593332,45052,0,,
6593436,77436,0,,
6593567,117985,0,,
6593578,44708,2,231338;231353,34076;34136
6593617,16478,0,,
6593645,116091,2,231299;231338,34149;34076
6593761,22955,0,,
6593892,140429,2,231338;231353,34076;34136
6593907,3270,0,,
6594009,96812,0,,
6594131,117561,1,233800,34153
6594175,60485,0,,
6594176,107343,0,,
6594243,41039,0,,
6594246,78109,7,231299;231345;231325;231355;244973;231338;231365,34149;34164;34076;34170;34165;34053;34174
6594302,56944,0,,
6594345,35101,6,231332;231345;231325;231355;244973;231338,34164;34112;34076;34170;34165;34174
6594446,54102,0,,
6594506,23407,7,231299;231345;231325;231355;244973;231338;231365,34149;34164;34076;34170;34165;34053;34174
6594511,63187,7,231299;231345;231325;231355;244973;231338;231365,34149;34164;34076;34170;34165;34053;34174
6594581,120282,0,,
6594587,43828,2,231338;231339,34076;34163
6594605,28532,2,231338;231353,34076;34136
6594689,142621,0,,
6594705,132466,0,,
6594758,32752,0,,
6594767,126321,2,231299;231338,34149;34076
6594787,142847,0,,
6594909,42419,0,,
6594936,3869,0,,
6594970,114803,0,,
6595031,60011,0,,
6595047,112732,0,,
6595432,112857,0,,
6595476,63914,0,,
6595534,127106,0,,
6595543,2178,0,,
6595566,136990,6,231299;231345;231355;244973;231338;231365,34149;34076;34170;34165;34053;34174
6595800,94711,2,231299;231338,34149;34076
6595851,2337,0,,
6595866,44735,0,,
6595868,69440,1,233800,34153
6595909,49620,0,,
6596009,46175,0,,
6596075,121491,0,,
6596087,8424,3,231299;231338;231339,34149;34076;34163
6596206,40857,0,,
6596305,34375,0,,
6596404,84717,0,,
6596502,92453,0,,
6596506,125266,0,,
6596583,142850,0,,
6596648,19978,0,,
6596696,77979,0,,
6596709,87083,0,,
6596882,117548,0,,
6597024,50454,0,,
6597138,88407,0,,
6597183,93281,0,,
6597187,81469,0,,
6597230,2828,1,233800,34153
6597255,69065,0,,
6597324,55161,0,,
6597366,31298,2,231338;231353,34076;34136
6597425,41495,0,,
6597584,69524,0,,
6597653,58493,7,231299;231345;231325;231355;244973;231338;231365,34149;34164;34076;34170;34165;34053;34174
6597684,11251,0,,
6597742,35254,2,231338;231353,34076;34136
6597896,126256,7,231299;231345;231325;231355;244973;231338;231365,34149;34164;34076;34170;34165;34053;34174
6597913,138760,0,,
6597950,33996,2,231299;231338,34149;34076
6597978,127801,0,,
6598049,122701,0,,
6598087,128469,1,233800,34153
6598240,61840,0,,
6598691,3582,0,,
6598751,115769,0,,
6598775,120824,0,,
6598885,62203,6,231353;231332;231345;231355;244973;231365,34112;34170;34136;34165;34053;34174
6598953,15444,3,231299;231338;231339,34149;34076;34163
6598963,37083,1,233800,34153
6599024,45525,0,,
6599037,118175,0,,
6599192,117302,0,,
6599246,72308,0,,
6599349,15519,0,,
6599380,117317,1,231338,34076
6599425,120793,0,,
6599437,142852,0,,
6599657,115328,0,,
6599724,20760,2,231299;231338,34149;34076
6599736,106044,0,,
6599853,13122,1,233800,34153
6599857,45145,0,,
6599887,33949,0,,
6599888,32858,0,,
6600042,126599,7,231353;231332;231299;231345;231325;231355;244973,34136;34112;34149;34170;34164;34165;34174
6600060,8880,2,231338;231353,34076;34136
6600085,62059,1,233800,34153
6600152,140880,0,,
6600245,41714,0,,
6600273,74996,0,,
6600304,31971,3,231299;231338;231339,34149;34076;34163
6600375,121028,7,231299;231345;231325;231355;244973;231338;231365,34149;34164;34076;34170;34165;34053;34174
6600384,4274,0,,
6600408,132202,0,,
6600412,34962,0,,
6600423,54643,0,,
6600543,117534,0,,
6600638,5049,7,231299;231345;231325;231355;244973;231338;231365,34149;34164;34076;34170;34165;34053;34174
6600663,12372,1,233800,34153
6600698,4825,0,,
6600729,294,2,231338;231353,34076;34136
6600760,142832,1,231355,34165
6600767,9387,0,,
6600772,120806,7,231299;231345;231325;231355;244973;231338;231365,34149;34164;34076;34170;34165;34053;34174
6600906,81632,0,,
6600948,13781,3,231299;231338;231339,34149;34076;34163
6600974,27674,0,,
6600992,19870,0,,
6601043,123418,0,,
6601073,54220,0,,
6601169,9835,0,,
6601297,46621,0,,
6601573,116697,0,,
6601634,21394,1,233800,34153
6601667,142857,0,,
6601814,43793,0,,
6601895,119074,0,,
6602032,36026,0,,
6602097,121319,1,233800,34153
6602116,33133,6,231332;231345;231325;231355;244973;231338,34164;34112;34076;34170;34165;34174
6602155,119096,0,,
6602196,141226,2,231299;231338,34149;34076
6675942,16977,0,,
6602399,64355,0,,
6602501,93854,0,,
6602547,104991,0,,
6602593,115545,1,233800,34153
6602722,63288,0,,
6602837,3699,0,,
6603059,10410,0,,
6603229,60762,7,231299;231345;231325;231355;244973;231338;231365,34149;34164;34076;34170;34165;34053;34174
6603287,120254,0,,
6603326,33465,3,231299;231338;231339,34149;34076;34163
6603407,3532,7,231299;231345;231325;231355;244973;231338;231365,34149;34164;34076;34170;34165;34053;34174
6603446,38989,6,231345;231325;231355;244973;231338;231365,34164;34076;34170;34165;34053;34174
6603595,142842,5,231332;231299;231355;244973;231338,34149;34112;34076;34165;34174
6603776,52541,0,,
6603847,124904,3,231299;231338;231339,34149;34076;34163
6603906,95463,0,,
6603958,138229,0,,
6603983,5472,0,,
6603991,121849,0,,
6604124,134223,6,231353;231332;231325;244973;231338;231365,34164;34112;34076;34136;34053;34174
6604191,120907,1,231338,34076
6604754,124841,0,,
6604784,65819,0,,
6604830,113410,0,,
6604949,12603,2,231299;231338,34149;34076
6605060,128367,2,231299;231338,34149;34076
6605288,13764,1,233800,34153
6605320,13873,0,,
6605435,78686,2,231299;231338,34149;34076
6605490,8330,0,,
6605814,20681,0,,
6605818,126049,0,,
6605843,4694,0,,
6605903,98772,0,,
6606019,89456,0,,
6606099,21728,0,,
6606145,111082,0,,
6606262,34526,0,,
6606281,79981,0,,
6606314,5738,0,,
6606448,120915,0,,
6606478,141090,0,,
6606549,665,0,,
6606644,115591,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6606680,12390,0,,
6606769,142264,0,,
6606843,78620,0,,
6606861,54760,0,,
6607005,40073,0,,
6607370,130814,0,,
6607521,119880,0,,
6607605,23698,0,,
6607619,117378,0,,
6607979,4673,0,,
6607992,78140,0,,
6608201,123817,3,231299;231338;231339,34149;34076;34163
6608293,1689,0,,
6608424,50780,0,,
6608544,12326,2,231338;231353,34076;34136
6608555,61011,0,,
6608567,23807,7,231332;231299;231345;231325;231355;231338;231365,34112;34149;34170;34164;34165;34076;34053
6608734,1259,0,,
6609092,60209,6,231345;231325;231355;244973;231338;231365,34164;34076;34170;34165;34053;34174
6609273,38821,0,,
6609322,8639,0,,
6609324,116861,0,,
6609654,90691,0,,
6609848,35861,0,,
6610031,6605,0,,
6610074,127924,0,,
6610133,59394,0,,
6610365,42474,2,231338;231353,34076;34136
6610368,33141,0,,
6610560,55499,1,233800,34153
6610638,24291,0,,
6610647,12431,2,231299;231338,34149;34076
6610702,136536,0,,
6610772,83474,7,231299;231345;231325;231355;244973;231338;231365,34149;34164;34076;34170;34165;34053;34174
6610909,1786,0,,
6610968,45186,0,,
6611025,138085,0,,
6611069,41523,0,,
6611636,95293,0,,
6611712,22319,0,,
6611718,34670,0,,
6611724,61917,0,,
6611959,17502,0,,
6611980,127269,0,,
6612226,2575,0,,
6612292,105191,0,,
6612320,61839,7,231299;231345;231325;231355;244973;231338;231365,34149;34164;34076;34170;34165;34053;34174
6612333,63486,0,,
6612401,142805,5,231332;231325;231355;231338;231365,34164;34112;34076;34165;34053
6612559,32499,0,,
6612689,78798,0,,
6612996,52112,0,,
6613586,37170,0,,
6613283,118680,3,231299;231338;231339,34149;34076;34163
6613434,49747,0,,
6613599,67874,0,,
